,rid,buyer_account_id,buyer_account,buyer_bu,buyer_bu_id,survey_client,client_responsestatusid,client_responsestatus,link_type_id,external_survey_name,fulcrum_responsestatusid,fulcrum_responsestatus,internal_survey_name,marketplace_projectid,marketplace_project,mid,parentsid,pid,respondentsid,entrydate,lastdate,session_loi,id,name,supplier_bu_id,supplier_bu,link_type,supplierid,survey_country,survey_country_langauge,survey_ccpi,survey_HASH_status,survey_SCCB_status,survey_https_status,project_manager,pm_email,survey_qcpi,surveyid
10,681e4ea2-8d40-ec83-9048-3cdc26758bdf,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,a32353ae0b9079b4cc53e61219cd5ac1,681e4ea2-8d40-ec83-9048-3cdc26758bdf,r86FxsR77vAUT11DbrnQjGwD,58921d28-ab00-4dc5-a469-417f7dcab1d1,2025-05-09T18:51:14.735Z,2025-05-09T19:07:27.891Z,16,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
11,681d9ab7-f3b7-c1f6-3b53-490a9cc66626,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,06b6a266a77719956d567ee27e2f3761,681d9ab7-f3b7-c1f6-3b53-490a9cc66626,GAXz42iteSeoe1C9n2sBrrB1,e8743f0e-a00b-4f81-bba1-42d77cdad7ba,2025-05-09T06:03:35.862Z,2025-05-09T06:18:07.704Z,14,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
12,681e6fa2-b709-777d-8ea9-9ca7ffcd7c61,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,30,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,14737347,681e6f7c-620c-d63b-2b3e-882059e8bac0,7110820,f2029f26-c1aa-473f-8a54-c8b77c17dcef,2025-05-09T21:12:04.045Z,2025-05-09T21:28:16.962Z,16,1499,Trayistats AI - Link,3485,Trayistats AI - Link,Yield Management (Pulley),1873,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
13,681dc7df-6dc6-033f-33c2-5ff1140a63c4,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,fd6c9a3b4c3c8a1cd7299190814e7b93,681dc7df-6dc6-033f-33c2-5ff1140a63c4,EQfAMnvgC51n8EqiGnWir21f,b78d8b9a-dd63-4932-9f3a-24db60e42471,2025-05-09T09:16:15.742Z,2025-05-09T09:26:24.824Z,10,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
14,681e298b-2bfc-347d-9150-15c7bfeaa788,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,811f44360baa4ee9e15fd5d117b3a0f6,681e298b-2bfc-347d-9150-15c7bfeaa788,KXCoq6auX3HVWVKcWx8SiMyf,1806b715-3e03-4400-b0a7-047efd7ef337,2025-05-09T16:13:00.272Z,2025-05-09T16:33:57.667Z,20,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
15,681dc80a-52f7-b0d3-e910-83d1688c244e,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,40ee40cc0a5e063841c3e114e4ab6e77,681dc80a-52f7-b0d3-e910-83d1688c244e,r86FxsR77vAUT11DbrnQjGwD,92b8c8c2-135f-4f66-85fd-3323710c846a,2025-05-09T09:16:59.261Z,2025-05-09T09:32:11.187Z,15,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
16,681e2a53-c7c6-5270-d522-aea4cb3c1509,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,d30abf63ff8b4d1647395648e2283df4,681e2a53-c7c6-5270-d522-aea4cb3c1509,FWSgReGEEXY68eSbhkqC2opT,150df106-519d-43c4-9dc6-96b631e16fdc,2025-05-09T16:16:20.161Z,2025-05-09T16:40:51.888Z,24,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
17,681d049b-7a02-2839-01c1-430e782e7917,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,c2c068e0222b7f27d3705fb3962f166b,681d049b-7a02-2839-01c1-430e782e7917,jBELFac3n24Di8neKGJXkNjw,a27616b2-9793-49c7-83cb-b48335e48ca4,2025-05-08T19:23:07.39Z,2025-05-08T19:34:18.055Z,11,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
18,681e4207-d4d5-b386-1b24-eae0d9d952b0,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,81b335e85542bc3d17d27c70544dc30c,681e4207-d4d5-b386-1b24-eae0d9d952b0,kL1vGQrn4ArVp8yUnSSgLaGF,61d1311c-9c55-485e-8b6f-4e5538ab4f0c,2025-05-09T17:57:27.838Z,2025-05-09T18:07:35.374Z,10,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
19,681ced23-b664-1820-ddc1-95ff37153c2d,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,dfe0066ada542e9c1677ec5cbc92232f,681ced23-b664-1820-ddc1-95ff37153c2d,pzTGb6eJG1Uupjok42FzumGQ,5e823b6b-ec9d-4333-87e9-0cc5e7e65cff,2025-05-08T17:43:00.035Z,2025-05-08T17:54:57.664Z,11,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
20,681e2a09-8220-53fe-f6bb-385d977af3e0,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,c4c202660a37e338588e3c501e70372f,681e2a09-8220-53fe-f6bb-385d977af3e0,aaWdu9GTHacdgSqQV2KKQ2BS,7b0f04c5-479c-48fe-96a2-5b078654da47,2025-05-09T16:15:05.903Z,2025-05-09T16:23:38.165Z,8,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
21,681ceb2e-9408-8b4e-63c8-82467534fedd,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,9cf60e667faa15c2d36dea286d2d45c6,681ceb2e-9408-8b4e-63c8-82467534fedd,3fXKQpxEd4hWV51abFEcwK16,4b8402e9-fb63-4e0a-9122-c372bc3a5734,2025-05-08T17:34:39.068Z,2025-05-08T18:12:35.686Z,37,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
22,681e3646-7f7f-c30d-dd51-443e8e44bcfc,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,b3384106d375faa1838f708d1cf93336,681e3646-7f7f-c30d-dd51-443e8e44bcfc,88uxr5WvwF9xWMexMeaGRk1r,dd9d7960-9961-4010-96a0-6718f88c7fa9,2025-05-09T17:07:18.849Z,2025-05-09T17:23:21.601Z,16,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
23,681d22a8-6c12-9f6a-f13b-eb52b3fdc6a9,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,10eef44b8b5539c6f5096e3111cab886,681d22a8-6c12-9f6a-f13b-eb52b3fdc6a9,zgastwicjbBacB7oFwR2unfu,15eaefd2-96d7-4246-8e9d-f8e6d248e195,2025-05-08T21:31:20.762Z,2025-05-08T21:48:53.831Z,17,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
24,681e7d7a-cd12-15e9-78c9-5e7752a2fed8,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,dada6683da4de5e30640fe1ac6665fe1,681e7d7a-cd12-15e9-78c9-5e7752a2fed8,pcU3RTBhYmYjptW8DsADzUA4,7c9796d6-e3d5-4f9d-8b0d-122b68c039fb,2025-05-09T22:11:06.797Z,2025-05-09T22:32:08.566Z,21,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
25,681ce5d4-cac8-fccb-ed86-1601abecccae,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,576e465290ce59affdc6488c7b8ee2da,681ce5d4-cac8-fccb-ed86-1601abecccae,Rz9Y2PLPKhyzRqABazxmWJ6x,6297a832-2831-4cca-a56e-c96ea1350180,2025-05-08T17:11:49.039Z,2025-05-08T17:20:06.801Z,8,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
26,681e3b78-3afd-a628-454c-57bc241ce0ca,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,f9f60828dfc783256cd0000105628f9a,681e3b78-3afd-a628-454c-57bc241ce0ca,e6E4bmHHNsNbSz1XAYAmu4uE,c026ee61-0263-4dfa-8eae-e4311fd7de51,2025-05-09T17:29:30.753Z,2025-05-09T17:46:15.454Z,16,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
27,681d9f95-c0a0-2611-6385-7c639768e519,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,643236ddcb4f113c2e69fba1650e803b,681d9f95-c0a0-2611-6385-7c639768e519,EvtvoQnvdPa3ZCBLEyT6Yw5d,776deb83-73de-49af-bfff-a9b2be31a3f5,2025-05-09T06:24:21.34Z,2025-05-09T06:36:05.171Z,11,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
28,681e4039-c429-0f11-fc30-74d84df87509,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,2b96bed64286d5ac72ade14da7f55c41,681e4039-c429-0f11-fc30-74d84df87509,Md4GtL9BuqcLk7coXNp5Pnoc,3cde9e0f-7b03-4f02-86b0-25162668cb34,2025-05-09T17:49:46.29Z,2025-05-09T18:02:02.605Z,12,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
29,681d081e-4646-66fb-e76b-8bdcf9ce3623,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,0aafcdbbd63033e2cd6b36d003ddd367,681d081e-4646-66fb-e76b-8bdcf9ce3623,PeEyzQYtu5AMSFR2sEB1U1gC,97a46036-237e-40b2-bcc5-529cae19b8fe,2025-05-08T19:38:06.651Z,2025-05-08T19:54:03.041Z,15,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
30,681e3a0a-a2ef-10d0-0759-6c61616d868f,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,6e51ab171b160d3fd6af9ca7393cf842,681e3a0a-a2ef-10d0-0759-6c61616d868f,ZeEnc2dnGvA7pZbq6R8NBDQZ,c3d48bef-1c3f-4491-9680-39c7d0240ea3,2025-05-09T17:23:23.346Z,2025-05-09T17:38:11.865Z,14,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
31,681d31fd-41d3-4a5a-7f60-4d61bd0aed46,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,b293bdde473fc27eaebc1ef4486290d7,681d31fd-41d3-4a5a-7f60-4d61bd0aed46,zDsg8HjKQ9hpofmoZAPUQNrC,a20acfdc-242f-431f-aae5-f7faf1ff2f0e,2025-05-08T22:36:45.88Z,2025-05-08T22:54:31.75Z,17,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
32,681e5530-a519-c642-6005-1e86568be645,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,4aafc6c1e4938c5c4590090914bbbce9,681e5530-a519-c642-6005-1e86568be645,TD2zf8dDeWkc2pdHJ7MmofFF,3f3f748a-8fe8-463d-b7d5-8f9396dc902e,2025-05-09T19:19:12.754Z,2025-05-09T19:34:11.848Z,14,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
33,681d06d6-3bfb-14e1-2d40-681504026f99,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,05da864b7e141ad60b8c91e18d804bbd,681d06d6-3bfb-14e1-2d40-681504026f99,VYVfnymTAEr7dZyQgJptVpvk,76c53e7d-1b73-45f9-8d50-21f9cbff0c52,2025-05-08T19:32:39.089Z,2025-05-08T19:41:24.837Z,8,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
34,681e4d8d-e63d-d9bd-a758-4c96cfe513b9,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,18,Other Survey   ,3,Client Survey Entry,University Entry OJR 2025 PARENTS Day 6,28577122,University Entry OJR 2025 Lucid PARENTS,0252d8224d67707aef5118833b4892b8,681e4d8d-e63d-d9bd-a758-4c96cfe513b9,evJmFy69Qc3Rtw1ZQeAB4vZZ,cfd27c23-02a6-40b9-87b0-4c331c8ceded,2025-05-09T18:46:37.934Z,2025-05-09T19:02:24.095Z,15,685,Qmee,796,Qmee,Offerwall / Standalone,1052,United Kingdom (GB),English - United Kingdom,3.3172338,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.3172338,64168738
35,681dde27-0903-3f81-bf28-c8e853e87317,1845,Lumivo,Lumivo UK GBP,2747,Lumivo API_Client,26,Reconciled to Term - Completes Uploaded,30,Online Study  ,3,Client Survey Entry,Sports study 2025 - UK Desktop Day 6,28526304,Sports study 2025 - UK,14722452,681dddc6-6aaa-ae6d-4007-c69387c4bebc,7123334,d3363aa9-0acb-4ae5-b96d-725a76b35f8a,2025-05-09T10:51:20.054Z,2025-05-09T10:59:44.197Z,8,1499,Trayistats AI - Link,3485,Trayistats AI - Link,Yield Management (Pulley),1873,United Kingdom (GB),English - United Kingdom,3.6507978,True,False,True,Veronica Penkova,veronicapenkova@gmail.com,3.6507978,64136502
